Chapter,Section,VerseRange,Text
4,3,25-27,"`And when (it is said that) there (in the Sushupti) he does not taste, yet he is tasting, though he does not taste. For tasting is inseparable from the taster, because it cannot perish. But there is then no second, nothing else different from him that he could taste. `And when (it is said that) there (in the Sushupti) he does not speak, yet he is speaking, though he does not speak. For speaking is inseparable from the speaker, because it cannot perish. But there is then no second, nothing else different from him that he could speak. `And when (it is said that) there (in the Sushupti)"
4,3,26-28,"`And when (it is said that) there (in the Sushupti) he does not speak, yet he is speaking, though he does not speak. For speaking is inseparable from the speaker, because it cannot perish. But there is then no second, nothing else different from him that he could speak. `And when (it is said that) there (in the Sushupti) he does not hear, yet he is hearing, though he does not hear. For hearing is inseparable from the hearer, because it cannot perish. But there is then no second, nothing else different from him that he could hear. `And when (it is said that) there (in the Sushupti)"
4,3,27-29,"`And when (it is said that) there (in the Sushupti) he does not hear, yet he is hearing, though he does not hear. For hearing is inseparable from the hearer, because it cannot perish. But there is then no second, nothing else different from him that he could hear. `And when (it is said that) there (in the Sushupti) he does not think, yet he is thinking, though he does not think. For thinking is inseparable from the thinker, because it cannot perish. But there is then no second, nothing else different from him that he could think. `And when (it is said that) there (in the Sushupti)"
4,3,28-30,"`And when (it is said that) there (in the Sushupti) he does not think, yet he is thinking, though he does not think. For thinking is inseparable from the thinker, because it cannot perish. But there is then no second, nothing else different from him that he could think. `And when (it is said that) there (in the Sushupti) he does not touch, yet he is touching, though he does not touch. For touching is inseparable from the toucher, because it cannot perish. But there is then no second, nothing else different from him that he could think. `And when (it is said that) there (in the Sushupti)"
4,3,29-31,"`And when (it is said that) there (in the Sushupti) he does not touch, yet he is touching, though he does not touch. For touching is inseparable from the toucher, because it cannot perish. But there is then no second, nothing else different from him that he could think. `And when (it is said that) there (in the Sushupti) he does not know, yet he is knowing, though he does not know. For knowing is inseparable from the knower, because it cannot perish. But there is then no second, nothing else different from him that he could know. `When (in waking and dreaming) there is, as it"
4,3,30-32,"`And when (it is said that) there (in the Sushupti) he does not know, yet he is knowing, though he does not know. For knowing is inseparable from the knower, because it cannot perish. But there is then no second, nothing else different from him that he could know. `When (in waking and dreaming) there is, as it were, another, then can one see the other, then can one smell the other, then can one speak to the other, then can one hear the other, then can one think the other, then can one touch the other, then can one know the other. `An ocean is that one seer, without any duality;"
4,3,31-33,"`When (in waking and dreaming) there is, as it were, another, then can one see the other, then can one smell the other, then can one speak to the other, then can one hear the other, then can one think the other, then can one touch the other, then can one know the other. `An ocean is that one seer, without any duality; this is the Brahma-world, O King.' Thus did Yagnavalkya teach him. This is his highest goal, this is his highest success, this is his highest world, this is his highest bliss. All other creatures live on a small portion of that bliss. `If a man is healthy, wealthy, and lord of others,"
4,3,32-34,"`An ocean is that one seer, without any duality; this is the Brahma-world, O King.' Thus did Yagnavalkya teach him. This is his highest goal, this is his highest success, this is his highest world, this is his highest bliss. All other creatures live on a small portion of that bliss. `If a man is healthy, wealthy, and lord of others, surrounded by all human enjoyments, that is the highest blessing of men. Now a hundred of these human blessings make one blessing of the fathers who have conquered the world (of the fathers). A hundred blessings of the fathers who have conquered this world make one blessing in the Gandharva world. A hundred blessings in the Gandharva world make one blessing of the Devas by merit (work, sacrifice), who obtain their godhead by merit. A hundred blessings of the Devas by merit make one blessing of the Devas by birth, also (of) a Srotriya who is without sin, and not overcome by desire. A hundred blessings of the Devas by birth make one blessing in the world of Pragapati, also (of) a Srotriya who is without sin, and not overcome by desire. A hundred blessings in the world of Pragapati make one blessing in the world of Brahman, also (of) a Srotriya who is without sin, and not overcome by desire. And this is the highest blessing. `This is the Brahma-world, O king,' thus spake Yagnavalkya. Ganaka Vaideha said: `I give you, Sir, a thousand. Speak on for the sake of (my) emancipation.' Then Yagnavalkya was afraid lest the King, having become full of understanding, should drive him from all his positions. And Yagnavalkya said: `That (person), having"
4,3,33-35,"`If a man is healthy, wealthy, and lord of others, surrounded by all human enjoyments, that is the highest blessing of men. Now a hundred of these human blessings make one blessing of the fathers who have conquered the world (of the fathers). A hundred blessings of the fathers who have conquered this world make one blessing in the Gandharva world. A hundred blessings in the Gandharva world make one blessing of the Devas by merit (work, sacrifice), who obtain their godhead by merit. A hundred blessings of the Devas by merit make one blessing of the Devas by birth, also (of) a Srotriya who is without sin, and not overcome by desire. A hundred blessings of the Devas by birth make one blessing in the world of Pragapati, also (of) a Srotriya who is without sin, and not overcome by desire. A hundred blessings in the world of Pragapati make one blessing in the world of Brahman, also (of) a Srotriya who is without sin, and not overcome by desire. And this is the highest blessing. `This is the Brahma-world, O king,' thus spake Yagnavalkya. Ganaka Vaideha said: `I give you, Sir, a thousand. Speak on for the sake of (my) emancipation.' Then Yagnavalkya was afraid lest the King, having become full of understanding, should drive him from all his positions. And Yagnavalkya said: `That (person), having enjoyed himself in that state of sleeping (dream), having moved about and seen both good and bad, hastens back again as he came, to the place from which he started, to the state of waking. `Now as a heavy-laden carriage moves along"
4,3,34-36,"And Yagnavalkya said: `That (person), having enjoyed himself in that state of sleeping (dream), having moved about and seen both good and bad, hastens back again as he came, to the place from which he started, to the state of waking. `Now as a heavy-laden carriage moves along groaning, thus does this corporeal Self, mounted by the intelligent Self, move along groaning, when a man is thus going to expire. `And when (the body) grows weak through old"
4,3,35-37,"`Now as a heavy-laden carriage moves along groaning, thus does this corporeal Self, mounted by the intelligent Self, move along groaning, when a man is thus going to expire. `And when (the body) grows weak through old age, or becomes weak through illness, at that time that person, after separating himself from his members, as an Amra (mango), or Udumbara (fig), or Pippala-fruit is separated from the stalk, hastens back again as he came, to the place from which he started, to (new) life. `And as policemen, magistrates, equerries, and"
